Description,Date,Credit,Debit
702-8765237-5096247,30/04/2021,8.99,
701-9643495-9597801,30/04/2021,15.99,
701-0698207-8267465,30/04/2021,8.99,
701-2231695-8721057,30/04/2021,7.99,
702-9067126-4023452,29/04/2021,8.99,
701-7343933-2577006,29/04/2021,7.99,
702-5919380-3563425,29/04/2021,8.99,
702-7207644-2037841,29/04/2021,7.99,
702-7207644-2037841,29/04/2021,7.99,
702-7207644-2037841,29/04/2021,7.99,
702-8838556-4800245,28/04/2021,8.99,
702-8838556-4800245,28/04/2021,8.99,
702-0196687-2883460,28/04/2021,8.99,
702-0196687-2883460,28/04/2021,8.99,
701-9287474-0223401,28/04/2021,15.99,
702-9669184-8577069,28/04/2021,11.04,
702-1371896-7142644,28/04/2021,8.99,
701-4082581-0398644,28/04/2021,7.99,
701-6318405-0099417,28/04/2021,15.99,
702-6488955-2205031,28/04/2021,7.99,
702-4279466-8994617,27/04/2021,8.99,
701-3894472-0492229,27/04/2021,7.99,
702-0448336-3454608,26/04/2021,17.99,
701-7499961-2656251,26/04/2021,7.99,
702-5093529-7589861,26/04/2021,18.48,
701-1101663-6557034,26/04/2021,17.98,
701-0382468-6606657,26/04/2021,7.99,
701-4995668-0847453,25/04/2021,8.99,
701-5669664-4169001,25/04/2021,15.99,
701-6256467-8621014,24/04/2021,8.99,
701-6908962-1031437,24/04/2021,12.99,
702-5794740-4345856,23/04/2021,8.99,
701-4752875-3993816,23/04/2021,26.97,
701-0712353-6310662,23/04/2021,7.99,
701-2816109-3761005,23/04/2021,15.99,
701-1728252-8589844,22/04/2021,28.48,
702-7342048-9189815,22/04/2021,15.99,
702-9698436-0440232,21/04/2021,8.99,
701-0995267-2802626,21/04/2021,15.99,
701-2310418-1711450,21/04/2021,10.00,
701-2310418-1711450,21/04/2021,10.00,
701-2310418-1711450,21/04/2021,9.99,
701-9116159-1806645,20/04/2021,15.99,
702-4700672-8477033,20/04/2021,8.99,
701-6740534-0270619,19/04/2021,7.99,
702-1406024-5025838,19/04/2021,15.99,
701-1166183-7992245,18/04/2021,8.99,
701-7756482-5727431,18/04/2021,8.99,
701-7246436-9453005,18/04/2021,8.99,
702-1939730-5100236,18/04/2021,8.99,
701-4375233-5781068,17/04/2021,8.99,
701-4397636-0488266,16/04/2021,15.99,
701-4397636-0488266,16/04/2021,15.99,
701-2266208-5561014,16/04/2021,7.99,
701-4943895-5125048,16/04/2021,8.99,
702-7736481-1341844,16/04/2021,7.99,
701-5185025-6614614,16/04/2021,8.99,
701-1628184-2915448,16/04/2021,10.35,
701-7761823-9893064,15/04/2021,8.99,
702-6978268-2409846,15/04/2021,7.99,
702-6794202-8981851,15/04/2021,7.99,
702-9069126-8607443,14/04/2021,7.99,
702-1567958-5109808,14/04/2021,15.99,
701-3030475-3228240,13/04/2021,8.99,
701-3030475-3228240,13/04/2021,8.99,
701-2769937-9413822,13/04/2021,15.99,
702-6537445-1048262,13/04/2021,8.99,
702-7124178-8344264,13/04/2021,18.99,
702-6735798-4873814,13/04/2021,8.99,
701-1145308-9681052,13/04/2021,18.99,
701-1145308-9681052,13/04/2021,7.99,
702-8992988-1045863,12/04/2021,7.99,
702-8992988-1045863,12/04/2021,7.99,
702-3923390-5316204,12/04/2021,8.99,
702-3923390-5316204,12/04/2021,8.99,
701-2117064-5209051,12/04/2021,8.99,
702-5661682-3707457,11/04/2021,8.99,
702-3883718-8581833,11/04/2021,15.99,
702-1980702-6430665,11/04/2021,8.99,
702-4101971-8581004,11/04/2021,7.99,
702-4400434-2813834,11/04/2021,9.99,
701-5770770-8535422,10/04/2021,8.99,
702-8886211-8205840,09/04/2021,9.99,
702-9589392-6485851,09/04/2021,8.99,
702-1070139-7941028,09/04/2021,8.99,
701-6192975-1027462,09/04/2021,15.99,
701-6722048-2531424,08/04/2021,8.99,
701-1529151-9453840,07/04/2021,7.99,
701-1529151-9453840,07/04/2021,7.99,
701-5849073-9491459,06/04/2021,15.99,
701-5849073-9491459,06/04/2021,15.99,
702-4243537-7802665,05/04/2021,8.99,
702-5430829-0297059,04/04/2021,7.99,
702-5065973-8183416,04/04/2021,7.99,
702-0979839-5241838,03/04/2021,15.99,
702-2935537-1358656,02/04/2021,7.99,
701-0781038-2243427,02/04/2021,7.99,
113-2145958-7277837,01/05/2021,7.99,
111-3877290-7219424,01/05/2021,7.99,
113-6156485-7586621,30/04/2021,7.99,
112-3371024-3363450,30/04/2021,13.99,
114-2545042-9193821,30/04/2021,7.99,
111-5387766-6419450,30/04/2021,7.99,
111-5310982-7423461,30/04/2021,13.99,
111-2952510-3554657,30/04/2021,7.99,
112-9341099-9325840,30/04/2021,13.99,
112-9125281-5924221,30/04/2021,11.99,
112-7444391-7470618,30/04/2021,6.99,
114-9884706-4485860,30/04/2021,7.99,
111-8247599-1021051,30/04/2021,17.98,
112-5548860-2769844,30/04/2021,7.99,
111-8038161-8960206,30/04/2021,7.99,
114-9267247-6745835,29/04/2021,11.99,
111-8997555-5237017,29/04/2021,13.99,
113-6888604-6085048,29/04/2021,6.99,
114-9904812-0050635,29/04/2021,7.99,
113-5725552-1326632,29/04/2021,11.99,
113-4800674-7065050,29/04/2021,7.99,
112-9808871-0139455,29/04/2021,11.99,
114-2791882-0903428,29/04/2021,7.99,
112-6072096-0415428,29/04/2021,15.98,
112-9948890-3557060,29/04/2021,6.99,
113-3450407-3220230,29/04/2021,11.99,
113-8980992-8813039,28/04/2021,7.99,
111-9538883-3960239,28/04/2021,19.98,
113-5862404-8907429,28/04/2021,7.99,
112-6095531-4307403,28/04/2021,15.98,
113-4940344-8520215,28/04/2021,19.99,
111-0482718-7569810,28/04/2021,7.99,
111-1367621-9680208,28/04/2021,8.26,
112-6006015-9788232,28/04/2021,7.99,
112-9997595-3304228,27/04/2021,7.99,
113-4831610-6464249,27/04/2021,13.99,
112-5708545-7172246,27/04/2021,33.96,
114-1626864-6877017,27/04/2021,6.99,
111-5231858-2941042,27/04/2021,7.99,
114-0431026-6313830,27/04/2021,11.99,
111-2189184-5628222,27/04/2021,7.99,
111-2189184-5628222,27/04/2021,7.99,
111-0045760-0994649,27/04/2021,7.99,
111-4562025-9593026,27/04/2021,13.99,
112-0474891-1887435,27/04/2021,6.99,
113-3921120-1317863,27/04/2021,7.99,
114-2444578-3577840,27/04/2021,13.99,
114-1062590-1275468,27/04/2021,13.99,
114-9115513-8535422,26/04/2021,13.99,
111-8047530-4024213,26/04/2021,7.99,
114-0180180-8997041,26/04/2021,7.99,
112-8813670-9532224,26/04/2021,17.98,
111-0783319-5929038,26/04/2021,7.99,
114-4941383-9713842,26/04/2021,6.99,
113-5252448-7101064,26/04/2021,7.99,
112-5202857-3653049,26/04/2021,19.99,
112-8514111-7953006,26/04/2021,13.99,
114-9696503-7865869,25/04/2021,19.99,
113-8234087-3745816,25/04/2021,13.99,
112-1238846-4496248,25/04/2021,7.99,
113-0665904-4145022,25/04/2021,7.99,
112-8961095-2973022,25/04/2021,7.99,
111-7587048-7193000,25/04/2021,7.99,
113-8471091-7147420,25/04/2021,13.99,
112-1260044-7020238,25/04/2021,7.99,
114-5979305-1037801,25/04/2021,7.99,
111-4320636-4425854,25/04/2021,7.99,
111-4320636-4425854,25/04/2021,7.99,
114-9106036-9109821,25/04/2021,13.99,
114-0958088-1901800,25/04/2021,7.99,
111-1160555-8420204,25/04/2021,13.98,
112-2106246-3069059,25/04/2021,6.99,
111-2935763-2557060,25/04/2021,7.99,
114-6802911-2257031,25/04/2021,12.78,
112-3946774-5783463,25/04/2021,6.99,
113-5999268-5271417,25/04/2021,7.99,
112-9296594-9365808,25/04/2021,6.99,
112-4839866-3820210,24/04/2021,7.99,
113-0126455-1526648,24/04/2021,6.99,
111-8581231-8162659,24/04/2021,6.99,
111-8271671-5805830,24/04/2021,7.99,
