Description,Date,Credit,Debit
702-5872683-3552255,30/11/2020,7.99,
702-2298302-1561866,30/11/2020,9.99,
702-8941834-6394634,30/11/2020,6.39,
702-8941834-6394634,30/11/2020,6.39,
702-2798041-3700256,30/11/2020,7.99,
701-2453694-0869852,30/11/2020,9.99,
702-7371341-0893827,30/11/2020,7.99,
702-6887023-8897839,29/11/2020,15.98,
702-6392575-4451442,29/11/2020,9.99,
702-6392575-4451442,29/11/2020,9.99,
702-5844592-0919468,29/11/2020,9.99,
702-4572625-7547435,28/11/2020,7.99,
702-9354219-5207402,28/11/2020,7.99,
701-6642080-4644233,28/11/2020,19.98,
702-2508425-5009829,28/11/2020,7.99,
702-2508425-5009829,28/11/2020,7.99,
702-2508425-5009829,28/11/2020,7.99,
701-7274142-1472224,28/11/2020,15.98,
701-0941381-5720212,28/11/2020,18.47,
701-8433458-2993843,27/11/2020,7.99,
702-6229634-0522637,27/11/2020,9.99,
701-6748049-1935413,27/11/2020,7.99,
701-4066955-1429823,27/11/2020,15.99,
701-2347509-5089000,27/11/2020,15.99,
702-2771773-1603406,27/11/2020,7.99,
701-8952148-6564215,27/11/2020,9.99,
701-3006342-2096209,27/11/2020,22.48,
702-2158805-8917821,27/11/2020,15.99,
702-0441449-9220249,26/11/2020,7.99,
702-8238688-1751407,25/11/2020,7.99,
702-6765696-6404208,24/11/2020,7.99,
701-3926732-0229808,24/11/2020,7.99,
701-8761507-7174600,23/11/2020,9.99,
701-8408335-6265863,23/11/2020,9.99,
701-3467500-4441840,23/11/2020,9.99,
701-9410805-3340208,23/11/2020,19.99,
702-3526937-1712259,23/11/2020,7.99,
702-5056561-4055450,22/11/2020,9.99,
702-4697773-2339404,22/11/2020,7.99,
702-2160616-3420223,20/11/2020,7.99,
701-6484348-8798602,19/11/2020,9.99,
701-7925147-4646606,19/11/2020,7.99,
702-4681665-0246665,19/11/2020,7.99,
701-5299214-2977821,19/11/2020,7.99,
701-1297336-1827410,19/11/2020,9.99,
702-0816484-0503448,19/11/2020,7.99,
702-1687591-5350654,19/11/2020,7.99,
702-3168028-4983426,19/11/2020,7.99,
701-7997926-7561817,19/11/2020,7.99,
701-9629153-3118628,19/11/2020,7.99,
701-7151408-6181801,19/11/2020,9.99,
701-9003915-9757860,18/11/2020,9.99,
701-9967142-4745067,18/11/2020,7.99,
701-0569261-4421057,18/11/2020,9.99,
702-5529667-9785838,18/11/2020,9.99,
702-5529667-9785838,18/11/2020,9.99,
702-4764492-9393059,17/11/2020,9.99,
702-6921959-6031404,17/11/2020,9.99,
702-3845682-1642664,17/11/2020,9.99,
701-3511270-7842634,17/11/2020,9.99,
701-6865631-0680233,17/11/2020,9.99,
701-6865631-0680233,17/11/2020,9.99,
702-0620711-7389835,16/11/2020,9.99,
702-1751733-4061005,16/11/2020,9.99,
701-4987432-6671419,16/11/2020,9.99,
701-4987432-6671419,16/11/2020,9.99,
701-0974035-6053012,16/11/2020,9.99,
702-0014147-6681865,16/11/2020,9.99,
702-5500285-7862652,15/11/2020,8.99,
701-6989861-3284237,15/11/2020,8.99,
701-4022999-4233052,13/11/2020,8.99,
701-5152084-3475439,13/11/2020,9.99,
701-7104155-5892266,13/11/2020,9.99,
701-5191083-2479421,13/11/2020,9.99,
701-4423809-4359469,12/11/2020,9.99,
702-5482002-5295435,12/11/2020,9.99,
701-8243874-5723446,12/11/2020,9.99,
702-0187867-0734614,11/11/2020,9.99,
702-8988831-1678624,11/11/2020,9.99,
701-3899887-2180228,11/11/2020,9.99,
701-2625517-9684216,10/11/2020,9.99,
702-7941710-6941038,10/11/2020,7.99,
701-7751638-8857820,10/11/2020,9.99,
702-7825059-7930649,10/11/2020,9.99,
702-7825059-7930649,10/11/2020,9.99,
702-6774489-5565832,09/11/2020,9.99,
702-6774489-5565832,09/11/2020,9.99,
702-0928997-5753061,09/11/2020,9.99,
702-3945415-6501046,09/11/2020,9.99,
701-0249705-2720222,08/11/2020,9.99,
701-2031357-9244254,08/11/2020,9.99,
702-7437877-2198646,08/11/2020,9.99,
701-6934865-9994653,08/11/2020,9.99,
701-4193899-2273046,08/11/2020,9.99,
702-4867486-0910601,07/11/2020,9.99,
701-3388844-5234642,06/11/2020,9.99,
702-7796341-6827413,03/11/2020,9.99,
701-2304823-3829041,03/11/2020,9.99,
701-2304823-3829041,03/11/2020,9.99,
702-2750820-3402642,03/11/2020,9.99,
701-9437505-4248217,02/11/2020,9.99,
702-1781272-1006663,02/11/2020,9.99,
702-4624741-0336227,02/11/2020,9.99,
702-4624741-0336227,02/11/2020,9.99,
702-4624741-0336227,02/11/2020,9.99,
702-1954399-2661052,02/11/2020,9.99,
701-7460514-8740216,02/11/2020,9.99,
701-7460514-8740216,02/11/2020,9.99,
701-7460514-8740216,02/11/2020,9.99,
701-1473018-6689034,02/11/2020,9.99,
