Description,Date,Credit,Debit
702-4609124-8821803,31/01/2020,9.99,
701-0922847-9667418,31/01/2020,9.99,
702-5715224-0864260,30/01/2020,9.99,
701-0680575-8380243,29/01/2020,9.99,
701-4378092-3613812,29/01/2020,9.99,
702-4759710-2442647,29/01/2020,9.99,
701-9874115-0786613,28/01/2020,9.99,
701-4748664-2549066,27/01/2020,22.06,
701-3081331-8338655,25/01/2020,9.99,
701-3081331-8338655,25/01/2020,9.99,
701-3081331-8338655,25/01/2020,9.99,
701-3081331-8338655,25/01/2020,9.99,
701-1955379-0907417,24/01/2020,9.99,
701-9206652-1889024,23/01/2020,9.99,
701-9206652-1889024,23/01/2020,9.99,
701-9206652-1889024,23/01/2020,9.99,
701-7369686-3171430,22/01/2020,9.99,
701-2084602-7589848,21/01/2020,9.99,
701-7579363-9629802,20/01/2020,9.99,
702-9261917-3479439,16/01/2020,9.99,
702-9261917-3479439,16/01/2020,9.99,
702-1018511-9154660,16/01/2020,9.99,
702-8746261-9630605,16/01/2020,13.98,
701-0562015-2669826,15/01/2020,9.99,
702-8251228-4573837,11/01/2020,9.99,
702-8879707-2215431,11/01/2020,9.99,
702-8879707-2215431,11/01/2020,9.99,
702-2599006-2573053,10/01/2020,9.99,
701-2952326-5475401,06/01/2020,9.99,
701-2952326-5475401,06/01/2020,9.99,
701-0007019-8157819,04/01/2020,9.99,
701-7800076-7334655,01/01/2020,9.99,
