Description,Date,Credit,Debit
702-1930405-3610629,30/03/2020,9.99,
702-3583822-5560233,29/03/2020,9.99,
701-7054308-5032213,27/03/2020,9.99,
701-7054308-5032213,27/03/2020,9.99,
702-8982603-6246667,27/03/2020,9.99,
702-9338305-9385806,24/03/2020,9.99,
701-2787903-8889855,23/03/2020,9.99,
702-4398411-6086650,21/03/2020,8.99,
702-1501435-2347405,21/03/2020,8.99,
702-5203050-0268249,21/03/2020,19.98,
702-9167909-8139466,21/03/2020,18.98,
701-3378018-6231457,19/03/2020,8.99,
702-1951217-5387447,17/03/2020,9.99,
702-3426631-1417050,15/03/2020,9.66,
702-3426631-1417050,15/03/2020,9.66,
702-3212007-3938644,15/03/2020,9.65,
702-3212007-3938644,15/03/2020,9.99,
701-3224182-7798618,14/03/2020,8.99,
701-3997575-4649036,14/03/2020,19.98,
702-3067898-8948209,13/03/2020,8.99,
702-7356158-6601040,12/03/2020,8.99,
702-6942972-3545810,11/03/2020,8.99,
701-9158935-5616257,11/03/2020,9.99,
701-9158935-5616257,11/03/2020,9.99,
701-9158935-5616257,11/03/2020,9.99,
701-2699865-0690620,11/03/2020,9.99,
702-6755065-2984236,10/03/2020,9.99,
701-3733115-0264236,09/03/2020,14.79,
701-2835931-9580265,05/03/2020,8.99,
702-1687767-0372232,04/03/2020,8.99,
701-0999647-8537805,04/03/2020,8.99,
702-7104628-6987447,03/03/2020,8.99,
701-5049458-7863438,02/03/2020,8.99,
701-0099372-0343459,01/03/2020,9.99,
701-1842075-6479465,01/03/2020,9.99,
