Description,Date,Credit,Debit
701-7828971-0845029,01/11/2020,9.99,
701-7828971-0845029,01/11/2020,9.99,
702-2549430-4453858,31/10/2020,9.99,
702-9666880-9066637,30/10/2020,9.99,
702-9778122-4159430,30/10/2020,9.99,
702-0183054-7397068,29/10/2020,9.99,
702-4658634-5946630,29/10/2020,9.99,
701-3663438-5009004,29/10/2020,15.53,
701-3146200-0250610,29/10/2020,9.99,
701-6710380-7468256,28/10/2020,9.99,
702-5075477-3729027,27/10/2020,9.99,
702-2225560-9481855,27/10/2020,9.99,
702-3138635-3957835,27/10/2020,12.48,
702-1146508-7961835,26/10/2020,9.99,
701-7169163-8204221,26/10/2020,9.99,
702-8866140-5825853,25/10/2020,9.99,
702-9467083-5988202,25/10/2020,9.99,
702-7551909-5600204,24/10/2020,9.99,
701-3505621-5229844,24/10/2020,9.99,
701-3718429-7320231,24/10/2020,9.99,
702-3685439-2342665,22/10/2020,9.99,
702-9532495-6435430,21/10/2020,9.99,
701-8363047-0653813,21/10/2020,11.63,
702-6988054-9871446,20/10/2020,19.98,
702-2284775-7467468,20/10/2020,9.99,
702-4843323-6969045,20/10/2020,9.99,
702-5670632-3007406,19/10/2020,9.99,
702-5670632-3007406,19/10/2020,9.99,
702-2719363-5751448,18/10/2020,9.99,
701-3655455-8077014,18/10/2020,9.99,
701-3655455-8077014,18/10/2020,9.99,
701-8321890-9575459,17/10/2020,9.99,
701-8321890-9575459,17/10/2020,9.99,
701-6619901-7919462,17/10/2020,9.99,
701-6619901-7919462,17/10/2020,9.99,
702-0796189-4145021,16/10/2020,9.99,
701-0826074-6898658,16/10/2020,9.99,
702-3650550-5732251,16/10/2020,9.99,
701-8621139-2060235,16/10/2020,9.99,
702-6666236-8141033,16/10/2020,9.99,
702-0498140-0030663,15/10/2020,9.99,
701-8703039-9781023,15/10/2020,7.99,
701-0868367-0367442,15/10/2020,7.99,
702-2423718-7736247,15/10/2020,7.99,
701-3814251-8561007,15/10/2020,7.99,
702-3631737-7022620,15/10/2020,7.99,
702-5167707-6373825,15/10/2020,7.99,
702-5167707-6373825,15/10/2020,7.99,
702-5167707-6373825,15/10/2020,7.99,
702-9673016-2833056,15/10/2020,7.99,
701-8698920-7417810,15/10/2020,7.99,
702-3562710-8161857,14/10/2020,7.99,
701-6734736-6477029,14/10/2020,7.99,
701-4816297-2450650,14/10/2020,7.99,
702-8192536-6477867,14/10/2020,15.98,
702-8495546-5192262,14/10/2020,7.99,
702-8495546-5192262,14/10/2020,7.99,
701-2986626-9159404,14/10/2020,7.99,
701-1184058-5225036,14/10/2020,9.99,
702-4215727-4434633,14/10/2020,7.99,
702-9635357-3099448,14/10/2020,9.99,
701-8045257-8844246,14/10/2020,7.99,
702-5583872-4031421,14/10/2020,7.99,
702-5089688-4386611,14/10/2020,15.53,
701-8075820-0556264,14/10/2020,7.99,
701-1950622-2003451,14/10/2020,7.99,
701-1950622-2003451,14/10/2020,7.99,
701-5924939-4473853,14/10/2020,7.99,
701-5924939-4473853,14/10/2020,7.99,
701-6940600-9917057,14/10/2020,7.99,
701-6940600-9917057,14/10/2020,7.99,
701-6940600-9917057,14/10/2020,7.99,
701-6940600-9917057,14/10/2020,7.99,
701-6940600-9917057,14/10/2020,7.99,
702-7338785-8789840,14/10/2020,7.99,
702-2451120-4909852,14/10/2020,7.99,
702-2451120-4909852,14/10/2020,7.99,
701-0083584-9578606,14/10/2020,7.99,
702-7227896-6730625,14/10/2020,7.99,
702-7227896-6730625,14/10/2020,7.99,
702-4315829-8687438,14/10/2020,7.99,
702-4315829-8687438,14/10/2020,7.99,
702-0684993-4685812,14/10/2020,7.99,
701-0881880-0081828,14/10/2020,7.99,
701-9661450-5057049,14/10/2020,7.99,
702-4920399-1158608,13/10/2020,7.99,
701-2481948-4423442,13/10/2020,15.98,
701-8527818-9224237,13/10/2020,9.99,
701-8527818-9224237,13/10/2020,9.99,
701-4679931-7694604,13/10/2020,7.99,
701-7838761-8846637,13/10/2020,7.99,
702-6175832-3262601,13/10/2020,7.99,
701-1021581-3298640,13/10/2020,7.99,
702-9731415-8727425,13/10/2020,7.99,
701-2874087-9968231,13/10/2020,7.99,
701-2874087-9968231,13/10/2020,7.99,
702-8007984-9301052,13/10/2020,7.99,
702-5639327-0693830,13/10/2020,15.98,
701-5202620-8603468,13/10/2020,7.99,
702-8663543-1511431,11/10/2020,29.97,
702-2134619-1151413,11/10/2020,12.04,
702-2134619-1151413,11/10/2020,12.05,
701-8981361-6237851,11/10/2020,9.99,
701-7055722-9861049,11/10/2020,9.99,
702-1014575-1327429,10/10/2020,9.99,
702-6265379-7536204,10/10/2020,9.99,
702-6265379-7536204,10/10/2020,9.99,
702-6265379-7536204,10/10/2020,9.99,
702-6265379-7536204,10/10/2020,9.99,
701-6881110-6527463,09/10/2020,9.99,
701-6881110-6527463,09/10/2020,19.98,
701-6881110-6527463,09/10/2020,19.98,
701-6881110-6527463,09/10/2020,19.98,
701-4874521-9094614,08/10/2020,9.99,
702-1555626-9032233,07/10/2020,9.99,
702-0784926-3187401,06/10/2020,9.99,
701-4798211-6019434,06/10/2020,9.99,
701-2234059-0205015,06/10/2020,9.99,
702-7551816-3703465,04/10/2020,9.99,
702-0856205-0437848,04/10/2020,9.99,
701-3456457-1079415,03/10/2020,9.99,
701-0216758-1807460,03/10/2020,9.99,
702-3752574-6807441,03/10/2020,9.99,
702-1259334-3696206,03/10/2020,9.99,
701-5003335-6948220,02/10/2020,9.99,
702-5948509-0006637,01/10/2020,9.99,
