Description,Date,Credit,Debit
S01-5227948-8994061,02/05/2020,0.00,
701-6081626-6003400,31/05/2020,9.99,
701-4440274-0590652,31/05/2020,9.99,
701-4440274-0590652,31/05/2020,9.99,
701-4440274-0590652,31/05/2020,9.99,
701-5826181-1661836,31/05/2020,9.99,
701-9602700-7161811,30/05/2020,9.99,
701-4991288-0834645,30/05/2020,9.99,
701-5570310-2713021,29/05/2020,9.99,
702-7134883-4844269,29/05/2020,9.99,
702-9478741-6400267,29/05/2020,9.99,
701-9276972-0332200,24/05/2020,9.99,
701-9276972-0332200,24/05/2020,9.99,
701-9276972-0332200,24/05/2020,9.99,
701-9276972-0332200,24/05/2020,9.99,
701-9276972-0332200,24/05/2020,9.99,
701-6685241-9872261,24/05/2020,9.99,
702-1588512-2113051,23/05/2020,9.99,
702-2200149-0940256,23/05/2020,9.99,
702-2200149-0940256,23/05/2020,9.99,
702-0769475-0781029,21/05/2020,9.99,
702-0769475-0781029,21/05/2020,9.99,
701-9011561-0225018,20/05/2020,9.99,
701-6492691-8229016,20/05/2020,9.99,
701-6136032-6972235,20/05/2020,9.99,
701-2267739-9227405,19/05/2020,9.99,
701-8717249-5697864,18/05/2020,9.99,
702-6675994-0981846,17/05/2020,9.99,
701-1589740-2153057,16/05/2020,9.99,
702-5859811-1390620,16/05/2020,9.99,
702-0499794-9856208,15/05/2020,9.99,
701-7218332-5137044,15/05/2020,9.99,
701-7218332-5137044,15/05/2020,9.99,
702-7818431-2671414,15/05/2020,35.99,
701-5493708-6039424,15/05/2020,9.99,
702-5497160-0893833,13/05/2020,9.99,
702-9571683-1015439,13/05/2020,9.99,
702-9571683-1015439,13/05/2020,9.99,
701-2650614-7233838,13/05/2020,16.57,
701-7799602-4316219,12/05/2020,9.99,
701-6331238-7713860,12/05/2020,9.99,
701-4752013-1908264,12/05/2020,9.99,
702-7560193-0655419,12/05/2020,9.99,
701-9214094-9707452,11/05/2020,9.99,
701-1826963-5960201,10/05/2020,9.99,
701-1826963-5960201,10/05/2020,9.99,
701-1826963-5960201,10/05/2020,9.99,
702-1345424-2060232,09/05/2020,0.00,
702-7559258-1836248,09/05/2020,9.99,
702-3862034-1093011,09/05/2020,9.99,
702-3862034-1093011,09/05/2020,9.99,
702-3862034-1093011,09/05/2020,9.99,
702-4775904-2694632,08/05/2020,9.99,
702-2869149-0288224,07/05/2020,9.99,
701-0838276-4737006,07/05/2020,9.99,
701-2680352-3897830,07/05/2020,9.99,
702-2563162-4590665,06/05/2020,29.97,
702-7342143-1573823,05/05/2020,9.99,
702-9875560-2748220,05/05/2020,9.99,
701-5105900-1304231,04/05/2020,9.99,
701-9470227-9150645,02/05/2020,9.99,
702-3259829-3245847,02/05/2020,9.99,
702-3259829-3245847,02/05/2020,9.99,
701-8617455-6901002,02/05/2020,9.99,
