Description,Date,Credit,Debit
702-1197653-4462618,01/09/2020,9.99,
702-1032100-1457850,30/08/2020,9.99,
702-0502312-0725845,27/08/2020,9.99,
701-4437493-0400265,27/08/2020,9.99,
702-5662154-1409063,25/08/2020,9.99,
702-5662154-1409063,25/08/2020,9.99,
702-1286831-9032246,25/08/2020,9.99,
702-1286831-9032246,25/08/2020,9.99,
701-0611713-9085057,25/08/2020,9.99,
702-0932495-6538658,23/08/2020,9.99,
702-6684549-6373047,22/08/2020,9.99,
702-6684549-6373047,22/08/2020,9.99,
701-4044643-6505044,22/08/2020,9.99,
701-2587419-0596258,22/08/2020,9.99,
701-1409358-7303400,22/08/2020,9.99,
701-9436029-1959456,22/08/2020,9.99,
702-4751112-6961021,20/08/2020,9.99,
701-5551597-6813859,19/08/2020,9.99,
701-9925881-5413008,19/08/2020,9.99,
702-1213475-3935468,19/08/2020,9.99,
702-8414093-6794648,18/08/2020,9.99,
702-4383206-0933842,18/08/2020,9.99,
701-4626058-2042618,13/08/2020,9.99,
701-7529086-3451450,11/08/2020,19.98,
701-7529086-3451450,11/08/2020,19.98,
701-8989076-4752265,09/08/2020,9.99,
701-8911010-7397818,07/08/2020,9.99,
701-0894391-3967413,06/08/2020,9.99,
701-0736695-4173865,06/08/2020,9.99,
702-0149520-6850639,04/08/2020,19.98,
701-6057001-5259405,03/08/2020,9.99,
701-6057001-5259405,03/08/2020,9.99,
701-6057001-5259405,03/08/2020,9.99,
701-5116266-0236261,03/08/2020,9.99,
702-7216740-3717804,02/08/2020,9.99,
702-9835314-0949827,02/08/2020,9.99,
