Description,Date,Credit,Debit
702-5504257-8661831,31/07/2020,9.99,
702-0265872-7266667,30/07/2020,9.99,
701-5251376-7446606,30/07/2020,9.99,
701-5251376-7446606,30/07/2020,9.99,
701-3368475-1849828,29/07/2020,9.99,
702-5941604-0185814,28/07/2020,19.98,
702-8846131-8718643,23/07/2020,9.99,
702-8846131-8718643,23/07/2020,9.99,
702-8846131-8718643,23/07/2020,9.99,
702-8846131-8718643,23/07/2020,9.99,
702-1362464-8930667,23/07/2020,35.99,
702-1294599-2482639,23/07/2020,9.99,
702-3318386-2098655,23/07/2020,9.99,
702-3323754-4070646,23/07/2020,9.99,
702-0980457-9536221,23/07/2020,9.99,
701-9644158-8658630,22/07/2020,9.99,
702-5380376-7446643,21/07/2020,9.99,
702-1316610-5349063,20/07/2020,9.99,
702-9763477-5885052,15/07/2020,9.99,
702-6261510-2149823,15/07/2020,9.99,
702-1376056-7064238,13/07/2020,9.99,
701-2220263-3209008,10/07/2020,9.99,
701-8477036-0787425,07/07/2020,9.99,
702-0706057-6016261,07/07/2020,9.99,
701-8207184-2000258,07/07/2020,0.00,
702-7685434-2895408,07/07/2020,9.99,
701-6541958-1668212,06/07/2020,9.99,
701-0834451-2437013,04/07/2020,9.99,
701-0834451-2437013,04/07/2020,9.99,
701-0834451-2437013,04/07/2020,9.99,
701-7111484-7416200,04/07/2020,16.04,
702-0199680-1684262,04/07/2020,9.99,
702-6303801-4865819,02/07/2020,9.99,
701-4296648-9894633,01/07/2020,9.99,
